year,party,debate,candidate,text,text_noun
2015,gop,2,CHRISTIE," no, no, it's really important, dana. we got to talk about what we would be willing to shut down for. why don't we put tax reform on this president's desk, and make him veto it if that's what he wants to do? why haven't we repealed and replaced obamacare? make him veto if that's what he wants to do. and why don't we do the same thing with plannedparenthood? we elected a republican congress to do this. and they should be doing it, and they're not. and they're giving the president a pass. i put it in the list, dana. we should be doing these things and forcing the president to take action. let's force him to do what he says he's going to do. now i don't know whether he'll do it or not, but let's force him to do it. first of, jake, i don't yield to anybody on how to enforce the law. i'm the only person on this stage who spent seven years as a unitedstates attorney after september 11th, and i know how to do this. the fact is though that for 15,000 people a day to be deported every day for two years is an undertaking that almost none of us could accomplish given the current levels of funding, and the current number of lawenforcement officers.",
2015,gop,2,CHRISTIE," here's what we need to do, and i think this is where donald is absolutely right. what we need to do is to secure our border, and we need to do it with more than just a wall. we need to use electronics, we need to use drones, we need to use fbi, dea, and atf, and yes, we need to take the fingerprint of every person who comes into this country on a visa, and when they overstay their visa, we need to tap them on the shoulder, and say, you have overstayed your welcome, you're taking advantage of the americanpeople. it's time for you to go. if we had that kind of system in place, we wouldn't have the 11 million people we have now. jake listen. while i'm as entertained as anyone by this personal back-and-forth about the history of donald and carly's career, for the 55-year-old construction worker out in that audience tonight who doesn't have a job, who can't fund his child's education, i've got to tell you the truth. they could care less about your careers, they care about theirs. let's start talking about that on this stage and stop playing and stop playing the games.",
2015,gop,2,CHRISTIE," stop playing  john i'm not done yet, john. stop and stop playing and carly carly, listen. you can interrupt everybody else on this stage, you're not going to interrupt me, ok? the fact is that we don't want to hear about your careers, back and forth and volleying back and forth about who did well and who did poorly. you're both successful people. congratulations. you know who's not successful? the middleclass in this country who's getting plowed over by obama and clinton. let's start talking about those issues tonight and stop this childish back-and-forth between the two of you. listen, you know, hugh, it's an important point. and the question is, who is going to prosecute clinton? the obama whitehouse seems to have in interest, the justicedepartment seems to have no interest. i think it's time to put a former federal prosecutor on the same stage as clinton. and i will prosecute her during those debates on that stage for the record we're talking about here.",
2015,gop,2,CHRISTIE," the fact she had a private email server in her basement, using national security secrets running through it, could have been hacked by the russians, the chinese, or two 18-year-olds on a toot (ph) wanting to have some fun. no one is answering that question from the clinton campaign  you know why? because she knows she's wrong, and she cannot look in the mirror at herself, and she cannot tell the americanpeople the truth. well, jake, i was named u.s. attorney by president bush on september 10th, 2001. and that next day my wife mary pat did what she did every day, she traveled through the world trade center and went to her office two blocks from the world trade center. and after those planes hit, for five-and-a-half-hours after that, i couldn't reach her, didn't know whether she was dead or alive, and we had three children at the time, 8, 5 and 1. and i had to confront what so many thousands of others in my region had to confront, the idea i might become a single parent, the idea that my life and my children's life might be changed forever.",
2015,gop,2,CHRISTIE," we lost friends that day. we went to the funerals. and i will tell you that what those people wanted and what they deserved was for america to answer back against what had been done to them. and i support what president bush did at that time, going into afghanistan, hunting al qaeda and its leaders, getting its sanctuary out of place, and making it as difficult around the world for them to move people and money. and then he went to prosecutors like us, and he said, never again. don't prosecute these people after the crime is committed. intervene before the crime happens. i absolutely believe that what the president did at the time was right. and i am proud to have been one of the people on the stage who was part of making sure that what governor bush said before was the truth. america was safe for those seven years and obama has taken that safety away from us. let me say this, jake, is that while that may have been a fine idea that dr. carson had, these people were out to kill us.",
2015,gop,2,CHRISTIE," i stood in that region with my family, and every time a plane went overhead in the weeks after that, people's heads jerked to the sky because they thought it was happening again. you do not need to go through subtle diplomacy at that point. that could be handled later on. what you need is a strong american leader who will take the steps that are necessary to protect our nation. that's what i would do as commander-in-chief in this circumstance. and that's what president george w. bush did in 2001. jake, you brought my issue up. you know, i enjoy the interplay. thank you, gentlemen. i'll just say this, first off, newjersey is the first state in the nation that now says if you are non-violent, non-dealing drug user, that you don't go to jail for your first offense. you go to mandatory treatment. you see, jake, i'm pro-life. and i think you need to be pro-life for more than just the time in the womb. it gets tougher when they get out of the womb. and when they're the 16-year-old drug addict in the florida county lockup, that life is just as precious as the life in the womb.",
2015,gop,2,CHRISTIE," and so, that's why i'm for rehabilitation, why i think the war on drugs has been a failure. but i'll end with this. that doesn't mean we should be legalizing gate way drugs. and if senator paul thinks that the only victim is the person, look at the decrease in productivity, look at the way people get used and move on to other drugs when they use marijuana as a gateway drug, it is not them that are the only victims. their families are the victims too, their children are the victims too, and their employers are the victims also. that's why i'll enforce the federal law, while you can still put an emphasis on rehabilitation, which we've done in newjersey. and senator paul knows that that's simply not the truth. in newjersey, we have medical marijuana laws, which i supported and implemented. this is not medical marijuana. there's goes as much a further step beyond. this is recreational use of marijuana. this is much different. and so, while he would like to use a sympathetic story to back up his point, it doesn't work.",
2015,gop,2,CHRISTIE," i'm not against medical marijuana. we do it in newjersey. but i'm against the recreational use against marijuana. if he wants to change the federal law, get congress to pass the law to change it, and get a president to sign it. no, it's not. but with donald, it's a good start. that's really good. no, listen. this is an issue that that we've gotta talk about, and we haven't talked about yet. 71 percent of all federal spending is on entitlements and debt service. when john kennedy was elected president in 1960, it was 26 percent. harvard and dartmouth says that socialsecurity's going to go insolvent in seven to eight years. so what i say is very simple. we need to save this program for the good people out there who have paid into the system and need it. and if that means making sure that folks like donald and many of us on the stage don't get it, that's the right thing to do because here's what clinton is going to want to do. she's going to want to put more money into a system that has already lied to us and stolen from us.",
2015,gop,2,CHRISTIE," this government doesn't need more money to make socialsecurity solvent. we need to be not paying out benefits to people who don't really need it. we need to protect the people who socialsecurity means the difference between picking between heat and rent and food. that's why i put out the proposal and that's the people i'm trying to     i don't think senator rubio is a skeptic of climate change. i think what senator rubio said i agree with. that in fact we don't need this massive government intervention to deal with the problem. look at what we have done in newjersey. we have already reached our clean air goals for 2020. and when i was governor, i pulled out of the regional cap and trade deal, the only state in the northeast that did that. and we still reached our goals. why? because 53 percent of our electricity comes from nuclear. we use natural gas. we use solar power. we're the third-highest- using solar power state. you know why? because we made all of those things economically feasible.",
2015,gop,2,CHRISTIE," i agree with marco. we shouldn't be destroying our economy in order to chase some wild left-wing idea that somehow us by ourselves is going to fix the climate. we can contribute to that and be economically sound. we have proven we can do that in newjersey. nuclear needs to be back on the table in a significant way in this country if we want to go after this problem. i understand. no, no, listen, everybody makes a mistake every once in a while, jake, even george shultz. and if that's truly a representation of what he believes we should be doing, then with all due respect to the former secretary of state, i disagree with him. i think the adams family has been shorted in the currency business. our country wouldn't be here without john adams, and he would not have been able to do it without abigal adams, so, i'd put abigail adams on the bill. you know, i've been called a lot of names by a lot of different people, and now i got to get called by names by the secret service? i would just say true heart.",
2015,gop,2,CHRISTIE," i turned 18 in 1980, and my first vote was for ronald reagan. boy, am i glad i did it. and i think the country is, too. a christie presidency won't be about me. it will be about you. tonight, you sit at home in your living room, frustrated that you play by the rules, you pay the taxes, you do the hard things to raise your family, yet you feel like america's generosity is being taken advantage of. that you've been system is being gamed, and that you're turning out to fall further and further behind. our presidency our presidency will be about ending that, about enforcing the law, level the playing field for everybody, and once again reward those folks who play by the rules, and think that justice means more than just the word. but it means a way of life. and i will tell you this, around the world, i will not shake hands with, i will not meet with, and i will not agree to anything with a country that says death to us and death to israel and holds our hostages while we sign agreements with them.",
2015,gop,2,CHRISTIE," it will be an america that be strong and resolute, and will once again be able to stick out its chest and say, we truly are the greatest nation in the world, because we live our lives that way, each and every day.",
2015,gop,2,CRUZ,"  i'm cruz. i am the son of an irish-italian mom and a cuban immigrant dad who fled oppression and came to america seeking freedom. i'm a husband to my best friend, heidi, who's here tonight. i'm a dad to two little girls who are the loves of my life, caroline and catherine. if you're fed up with washington, if you're looking for someone to stand up to career politicians in both parties, i'm the only one on this stage who has done that over and over again, and if we stand together, we can bring america back. well, let me tell you, jake, the single biggest national security threat facing america right now is the threat of a nuclear iran. we've seen six and a half years of obama leading from behind. weakness is provocative, and this iranian nuclear deal is nothing short of catastrophic. this deal, on its face, will send over $100 billion to the ayatollah khamenei, making the obama administration the world's leading financier of radical islamic terrorism. this deal abandons four american hostages in iran, and this deal will only accelerate iran's acquiring nuclear weapons.",
